ID;Datenpunkt;Wert-Typ;Quelle-Klasse;Zugriffspfad;Zugriffsart;Mod nutzt;UI-Kandidat;Status;Lücke;ModVerifiziert
A5;FlowPrices.anchor(good);double;FlowPrices;anchor(good);direct;ja;ja;[x];Quelle: PolityPriceAnchor.priceOf();++
A5;FlowPrices.coverage(good);double;FlowPrices;coverage(good);direct;ja;ja;[x];effectiveCoverage mit Lookahead. Cold-Start-Guard: COLD_START_COVERAGE=0.4 bei supply<=0 AND stock<=0 (v0.13.64);++
A5;FlowPrices.COLD_START_COVERAGE=0.4;double;FlowPrices;COLD_START_COVERAGE;static;ja;ja;[x];v0.13.64 Livetest-Fix: moderater ~2x Anker statt 7.1x Spike bei Cold-Start. D-004 intakt (stock>0 umgeht Guard);v0.13.64
A6;LocalPrices.scarcity();double;LocalPrices;scarcity(perCapita, target);static;ja;ja;[x];TANH-basiert mit Cap 1.5/0.5;++
A6;TANH-Formel -tanh(log);double;LocalPrices;pow(1.5, -tanh(log(perCapita/target)/1.0));static;ja;ja;[x];Formula explizit;++
A6;scarcityMaxMultiple = 1.5;double;EconConfig;scarcityMaxMultiple;static;ja;ja;[x];EconConfig.java:354;++
A6;scarcitySteepness = 1.0;double;EconConfig;scarcitySteepness;static;ja;ja;[x];EconConfig.java:355;++
A7;LocalPrices.foodBasketPrice();int;LocalPrices;foodBasketPrice(tick);static;ja;ja;[x];Cached Math.abs(tick - lastRefreshTick);++
A7;LocalPrices.foodBasketPrice (Flow);int;LocalPrices;flowFoodBasketPrice();static;ja;ja;[x];Nutzt FlowPrices wenn aktiv sonst FACTIONS.PRICE();++
A7;LocalPrices.foodBasketPrice (Vanilla);int;LocalPrices;foodBasketPrice(tick);static;partial;ja;[x];Cached — scarcityRefreshDays Intervall;++
A7;LocalPrices.drinkBasketPrice;int;LocalPrices;drinkBasketPrice(tick);static;ja;ja;[x];Analog Food Basket;++
A7;LocalPrices.mealPrice;int;LocalPrices;mealPrice(population, tick);static;ja;ja;[x];Flow-first Fallback auf Vanilla;++
A8;TANH-Ceiling-Maximum 1.5x;double;LocalPrices;scarcity() min cap;static;ja;ja;[x];globaler Multiplikator;++
A8;TANH-Minimum 0.5x;double;LocalPrices;scarcity() floor;static;ja;ja;[x];bei hoher Ueberdeckung;++
A9;FlowMeter window;double;FlowMeter;window = smoothingDays ?: elapsedDays;instance;ja;ja;[~];flowSmoothingDays=1.0 default;++
A10;lookaheadDays = 1.0;double;FlowPrices;lookaheadDays;static;ja;ja;[x];EconConfig.java:329, NICHT 7;++
A11;priceClampHi = 100.0;double;EconConfig;priceClampHi;static;ja;ja;[x];25% NPCStockpile.AVERAGE_PRICE;++
A12;UP=0.8 DOWN=1.375 Asymmetrie;double;FlowPrices;upMul / downMul;static;ja;ja;[x];INTENTIONAL Ueberschuss-Korrektur;++
A13;scarcityPriceBoost = 0.3;double;FlowPrices;scarcityPriceBoost;static;ja;ja;[x];multiplikativ price *= 1 + s*0.3;++
A14;scarcityMaxMultiple=1.5;double;EconConfig;scarcityMaxMultiple;static;ja;ja;[x];TANH-Ceiling knappheits-agnostisch;++
B1;FCredits.credits();double;FCredits;credits();instance;ja;ja;[x];int-cast Sub-Denar-Verlust;++
B1;FCredits.getD();double;FCredits;getD();instance;ja;ja;[x];Getter-Pendant;++
B1;FCredits.inc(amount, CTYPE);void;FCredits;inc(amount, CTYPE);instance;ja;ja;[x];Mod-Schnittstelle;++
B1;FCredits.inc(amount,CTYPE,TRADABLE,int);void;FCredits;inc(amount, CTYPE, TRADABLE, resAm);instance;ja;ja;[x];resAm ignoriert FCredits.java:125-127;++
B1;FCredits.inccc(amount);void;FCredits;inccc(amount);instance;ja;ja;[x];credits += amount + int-cast set;++
B1;FCredits.CTYPE;Enum;FCredits;CTYPE;enum;ja;ja;[x];TRADE/INFLATION/MISC/TRIBUTE/DIPLOMACY/MERCINARIES/TOURISM/CONSTRUCTION/TAX/SLAVES;++
B1;FCredits.update inflation;double;FCredits;inf = credits*0.2*ds/(years*DEFLATION);instance;nein;nein;[x];Vanilla-Inflation DEFEAT per disableVanillaInflation;++
B2;disableVanillaInflation=true;boolean;EconConfig;disableVanillaInflation;static;ja;ja;[x];EconConfig.java:277 (war Z.366 veraltet);++
B2;Vanilla-Inflation-Tot;boolean;FCredits;Update-Loop disabled;instance;nein;nein;[x];Mod hat keine eigene Inflation;??
B3;BOOSTABLES.CIVICS().DEFLATION;Boostable;BOOSTABLES.CIVICS;DEFLATION;static;nein;nein;[!];default=1.0 wirkungslos weil disableVanillaInflation;??
B4;Wallets.moneyOf(indu);int;Wallets;moneyOf(indu);static;ja;ja;[x];Mod-internal via Settlement;??
B4;Wallets.get(h);int;Wallets;get(h);static;ja;ja;[x];Mod-internal;??
B4;Wallets.debt(h);int;Wallets;debt(h);static;ja;ja;[x];Mod-internal fuer DebtBondage;??
B4;Wallets.netWorth(indu);int;Wallets;netWorth(indu);static;ja;nein;[x];inkl. Debt-Abzug;??
B4;Wallets.circulating();long;Wallets;circulating();static;ja;ja;[x];!= EconSnapshot.totalMoney separat getrackt;??
B5;WealthStats.gini;double;WealthStats;gini;instance;ja;ja;[x];inkl. Sklaven, kein CITIZEN-Filter;++
B5;WealthStats.update 16-Bucket;int;WealthStats;gini=weighted/(n*total);instance;ja;nein;[x];Mod-internal;++
B6;WealthStats.mean;double;WealthStats;mean;instance;ja;ja;[x];scratch[n/2] mean;++
B6;WealthStats.median;int;WealthStats;median;instance;ja;ja;[x];scratch[n/2] median;++
B6;WealthStats.max;int;WealthStats;max;instance;ja;ja;[x];scratch[n-1];++
B7;EconSnapshot.people;int;EconSnapshot;people;instance;ja;ja;[x];roster().size();++
B7;EconSnapshot.totalMoney;long;EconSnapshot;totalMoney;instance;ja;ja;[x];snapshot sum != Wallets.circulating();++
B7;EconSnapshot.incomeDue;long;EconSnapshot;incomeDue;instance;ja;ja;[x];noch nicht gezahlt;++
B7;EconSnapshot.incomePaid;long;EconSnapshot;incomePaid;instance;ja;ja;[x];gezahlter Anteil;++
B7;EconSnapshot.workersUnpaid;int;EconSnapshot;workersUnpaid;instance;ja;ja;[x];Mod-internal;++
B7;EconSnapshot.meanWage;double;EconSnapshot;meanWage;instance;ja;ja;[x];Mod-internal;++
B7;EconSnapshot.supplyPerDay;double;EconSnapshot;supplyPerDay;instance;ja;ja;[x];FlowMeter SUM;++
B7;EconSnapshot.demandPerDay;double;EconSnapshot;demandPerDay;instance;ja;ja;[x];FlowMeter SUM;++
B7;EconSnapshot.stock;long;EconSnapshot;stock;instance;ja;ja;[x];Mod-internal Aggregate;++
B7;EconSnapshot.foodBasketPrice;int;EconSnapshot;foodBasketPrice;instance;ja;ja;[x];aus LocalPrices;++
B7;EconSnapshot.wageShare;double;EconSnapshot;wageShare = incomePaid/totalMoney;instance;ja;ja;[x];Mod-internal;++
B8;EconIndicators.isInequalityRising;boolean;EconIndicators;isInequalityRising();instance;ja;ja;[x];Mod-internal UI-Advisor;??
B8;EconIndicators.isWagesFalling;boolean;EconIndicators;isWagesFalling();instance;ja;ja;[x];Mod-internal;??
B8;EconIndicators.isTreasuryDeclining;boolean;EconIndicators;isTreasuryDeclining();instance;ja;ja;[x];Mod-internal;??
B8;EconIndicators.isEmigrationSpike;boolean;EconIndicators;isEmigrationSpike();instance;ja;ja;[x];Mod-internal;??
B8;EconIndicators.isFurnishingCrisis;boolean;EconIndicators;isFurnishingCrisis();instance;ja;ja;[x];Mod-internal;??
B8;EconIndicators.setSample(snap);void;EconIndicators;setSample(snap);instance;ja;ja;[x];Mod-internal;??
B9;EconProgression.Stage.SUBSISTENZ;Enum;EconProgression;Stage.SUBSISTENZ;static;ja;ja;[x];Mod-internal;++
B9;EconProgression.Stage.HANDEL;Enum;EconProgression;Stage.HANDEL;static;ja;ja;[x];Mod-internal;++
B9;EconProgression.Stage.INDUSTRIE;Enum;EconProgression;Stage.INDUSTRIE;static;ja;ja;[x];Mod-internal;++
B9;EconProgression.Stage.WOHLSTAND;Enum;EconProgression;Stage.WOHLSTAND;static;ja;ja;[x];Mod-internal;++
B9;EconProgression.Stage.IMPERIUM;Enum;EconProgression;Stage.IMPERIUM;static;ja;ja;[x];Mod-internal;++
B9;EconProgression.adminBoostActive;boolean;EconProgression;adminBoostActive;static;ja;ja;[x];+20% Admin ab Industrie;++
B9;effectiveInitialWallet();int;EconConfig;effectiveInitialWallet();static;ja;ja;[x];Stage-gated;++
B10;TreasuryCrisis 5-Tiers;int;TreasuryCrisis;tier;instance;ja;ja;[x];Mod-internal;??
B10;TreasuryCrisis.isHardFloor();boolean;TreasuryCrisis;isHardFloor();instance;ja;ja;[x];tier >= 5;??
C1;TradeManager.tollPerTile = 0.25;double;TradeManager;tollPerTile;static;nein;nein;[x];Mod umgeht via TransportMarket;??
C1;Toll-Formel corrected;double;TradeManager;max(0,(20+dist)*0.25)/(player?proximityToll:4.0);static;nein;nein;[x];+20 Offset + Clamp + NPC-NPC/4.0;??
C2;TradeManager.playerTarif() private;double;TradeManager;playerTarif();static;nein;nein;[x];Import=0, Export=0.9 cap;??
C2;playerTarif Cap 0.9;double;TradeManager;private cap;static;nein;nein;[x];Mod unbeeinflusst;??
C3;TradeManager.totalFee();int;TradeManager;totalFee();static;nein;nein;[x];(int)(floor(toll+tarif)*amount);??
C4;WORLD_PROXIMITY_TOLL;Boostable;BOOSTING.push();PROXIMITY_TOLL;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert (RDDistance.java:77).;v0.13.64
C4;RD.DIST().bProximityToll;boolean;RD.DIST;bProximityToll;instance;nein;nein;[x];proximityToll Quelle;??
C5;TradeSorter.sellPlayer();double;TradeSorter;sellPlayer();static;nein;nein;[x];package-private;??
C5;TradeSorter.buy();double;TradeSorter;buy();static;nein;nein;[x];package-private;??
C6;TradeShipper.init(buyer);void;TradeShipper;init(buyer);static;nein;nein;[x];package-private;??
C6;TradeShipper.Partner.distance;double;TradeShipper.Partner;distance;instance;nein;nein;[x];Mod hat TransportMarket;??
C6;TradeShipper.Partner.traded[];int[];TradeShipper.Partner;traded[res.index()];instance;nein;nein;[x];Mod-side Aggregation;??
C7;SettTrade.buyer(r);double;SettTrade;buyer(r);static;nein;nein;[x];nutzt vanilla pricesBuy;??
C7;SettTrade.seller(r);double;SettTrade;seller(r);static;nein;nein;[x];package-private;??
C7;SettTrade pricesBuy;double;SettTrade;FACTIONS.player().trade.pricesBuy;static;nein;nein;[x];Vanilla-Price-Quelle -- kritische Luecke im Mod;??
C8;SettTrade.tradeValue;double;SettTrade;tradeValue(r) = price/(rate*NPCStockpile.AVERAGE_PRICE);static;nein;nein;[x];Rebuttal: Mod-Pfad Fiscal.settlePurchase ersetzt bewusst vanilla SettTrade.tradeValue-Coupling (Fiscal.java:99) -- Trade-Layer umgangen, Settlement-Layer aktiv;/
C8;Fiscal.settlePurchase;void;Fiscal;settlePurchase(buyer, resources, gross, kind, seller, roster, wallets, ledger, warehouses);instance;ja;nein;[x];Rebuttal: Mod-Pfad Fiscal.settlePurchase ersetzt bewusst vanilla SettTrade.tradeValue-Coupling (Fiscal.java:99) -- Trade-Layer umgangen, Settlement-Layer aktiv;/
C9;PBuyer.buyPriority(amount,price);double;PBuyer;buyPriority(amount,price);static;nein;nein;[x];4-Guards in PBuyer.java:165-179;??
C9;PBuyer.addReserve() debits credits;void;PBuyer;addReserve();instance;nein;nein;[x];debited via credits().inc(-price);??
C10;PSeller.remove(amount, type, price, buyer);int;PSeller;remove(...);instance;nein;nein;[x];credits via inc(price);??
C10;PSeller.removePrice(amount);int;PSeller;removePrice(amount) = priceCapsI*amount;instance;nein;nein;[x];Mod kennt das via AffordabilityGate;??
C11;TR.ALL();TRADABLE[];TR;ALL();static;ja;ja;[x];RES_+SLAVES+keys;++
C11;TR.RES();TRADABLE[];TR;RES();static;ja;ja;[x];Ressourcen-only;++
C11;TR.SLAVES();TRADABLE[];TR;SLAVES();static;ja;ja;[x];Race-Trader;++
C12;RESOURCE.priceCapDef;double;RESOURCE;priceCapDef;static;nein;nein;[x];JSON PRICE_CAP;??
C12;RESOURCE.priceMulDef;double;RESOURCE;priceMulDef;static;nein;nein;[x];JSON PRICE_MUL -- natuerlicher Hebel;??
D1;FCredits.CTYPE.TAX;Enum;FCredits;CTYPE.TAX;enum;ja;ja;[x];Mod katalogisiert korrekt;++
D2;EconomySim.settleTaxSeason();void;EconomySim;settleTaxSeason();instance;ja;nein;[x];Phase 6 Settle -- separation wage<->tax;++
D3;EconConfig.perHeadTax=0;int;EconConfig;perHeadTax;static;ja;ja;[x];RACIALLY-skaliert? unklar;++
D3;EconConfig.perHeadTaxExemptionThreshold=500;int;EconConfig;perHeadTaxExemptionThreshold;static;ja;ja;[x];Subvention fuer Arme;??
D4;WORLD_TAX_INCOME_YEARLY;Boostable;BOOSTING.push();TAX_INCOME_YEARLY;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
D5;WORLD_BUILDING_GLOBAL_TAX;Boostable;BOOSTING.push();BUILDING_GLOBAL_TAX;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
D6;FactionResource Engine;EngineClass;FactionResource;-;static;nein;nein;[x];Mod-Hooks auf SETT.ROOMS().STOCKPILE direkt;??
D7;WORLD_TAX_INCOME daily;Boostable;BOOSTING.push();TAX_INCOME;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
D8;BOOSTABLES.CIVICS().GOV default=5;Boostable;BOOSTABLES.CIVICS;GOV;static;ja;ja;[x];EconProgression nutzt via BoosterValue;++
E1;Wages.realizedWage(room);double;Wages;realizedWage(room);instance;ja;ja;[x];SOLL-Lohn;??
E1;Wages.lastWorkersPaid;int;Wages;lastWorkersPaid;instance;ja;ja;[~];intern getrackt, kein UI-Leser;??
E2;Wages.wageOf(room);double;Wages;wageOf(room);instance;ja;ja;[x];IST-Lohn (ausgezahlt);++
E3;Wages.lastPayrollPaid;int;Wages;lastPayrollPaid;instance;ja;ja;[~];intern diagnostisch;??
E3;Wages.lastPayrollUnpaid;int;Wages;lastPayrollUnpaid;instance;ja;ja;[~];intern diagnostisch;??
E4;LaborMarket.meanWage();double;LaborMarket;meanWage();static;ja;ja;[x];FirmLedger.meanPositiveMarginal();??
E5;LaborMarket.profitPriority;double;LaborMarket;profitPriority;static;ja;ja;[~];Warenwert LocalPrices.price();++
E5;EconConfig.scarcityLaborBoost;double;EconConfig;scarcityLaborBoost;static;ja;ja;[x];0.4 -- bis +40% Priority-Boost;++
E5;LaborMarket.blend(base,market,freeShare,min,max);double;LaborMarket;blend(base,market,freeShare,min,max);static;ja;ja;[~];statische Blend-Funktion;??
E6;LaborMarket.setScarcitySignal;void;LaborMarket;setScarcitySignal(double);instance;ja;ja;[~];FlowMeter.sample() Quelle;??
E6;LaborMarket.scarcitySignal;ScarcitySignal;LaborMarket;scarcitySignal;instance;ja;ja;[x];Mod-internal;??
E7;StateWages.update();void;StateWages;update();instance;ja;ja;[x];Pro Tick im Settle-Phase, PID-Loop;++
E8;StateWarehouses.payWages();void;StateWarehouses;payWages();instance;ja;ja;[~];CTYPE.MISC/CTYPE.WAGES ungueltig;??
E9;Equip.EQUIP_LEVEL_TOOL_*;Tool-Booster;Equip;EQUIP_LEVEL_TOOL_*;static;nein;nein;[~];NICHT BOOSTABLES;??
F1;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];ResourceRecipeIndex fehlt komplett im Mod-Code (verifiziert per Grep);??
F2;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];Topologische Sortierung fehlt komplett im Mod-Code;??
F3;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];Branching-Faktor fehlt komplett im Mod-Code;??
F4;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];Leontief-Inverse fehlt komplett im Mod-Code (baseValue aus priceXxxDefaults);??
F5;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];Sektor-Klassifikation RAW/PROCESSED/LUXURY fehlt komplett im Mod-Code;??
F6;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];valueMultiplier pro Sektor fehlt komplett im Mod-Code (alle Faktor 1.0);??
F7;EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];EconConfig.defaultScarcity fehlt komplett im Mod-Code (Hard Failure bei custom resource);??
G1;ROOM_STOCKPILE.tally();long;ROOM_STOCKPILE;tally();instance;ja;ja;[x];amountTotal != amountReservable;??
G1;tally().amountTotal(res);long;ROOM_STOCKPILE.tally;amountTotal(res);instance;ja;ja;[x];Mod FlowMeter-IN;??
G2;ROOM_MARKET.totalFood();long;ROOM_MARKET;totalFood();instance;ja;ja;[x];Mod summiert fuer foodDays;??
G3;Industry.ins().amounts();Amounts;Industry;ins().amounts();instance;ja;ja;[~];Pro Raum, NICHT pro Arbeiter;++
G4;RESOURCE.degradeSpeed();double;RESOURCE;degradeSpeed();static;nein;nein;[x];Engine-API;??
G4;FResources.RTYPE.SPOILAGE;RTYPE;FResources;RTYPE.SPOILAGE;static;nein;ja;[x];EXISTIERT,F-Nicht angebunden;??
G5;BOOSTABLES.CIVICS().SPOILAGE;Boostable;BOOSTABLES.CIVICS;SPOILAGE;static;nein;ja;[x];default=1.0, Verderb-Beschleuniger;??
G6;STOCKPILE.amountTotal();long;ROOM_STOCKPILE;tally().amountTotal();instance;ja;ja;[x];Mod lesend via Industry;??
G7;ForeignTradeLedger.trackt;Sum;ForeignTradeLedger;recordImport/Export;instance;ja;ja;[~];NICHT von FlowMeter erfasst, bahnhofs-stations fehlen;??
G8;ROOM_STATION.tally();long;ROOM_STATION;tally();instance;ja;ja;[x];v0.13.64: IRoomAccess.getStationTally(RESOURCE) via cached Method objects. Gap geschlossen.;v0.13.64
H1;POP.physical(c,r);int;POP;physical(c,r);static;ja;ja;[x];CITIZEN+CHILD+RIOTER+DERANGED, Mod nutzt;++
H1;POP.tot(c,r);int;POP;tot(c,r);static;ja;ja;[x];= physical+others;++
H1;POP.next(c,r);int;POP;next(c,r);static;ja;ja;[x];tot+PARENT+onTheirWay;++
H1;POP.incoming(c,r);int;POP;incoming(c,r);static;ja;ja;[x];ohne tot;??
H2;WORLD_MAX_CITY_POPCITIZEN;Boostable;BOOSTING.push();MAX_CITY_POPCITIZEN;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD() in Vanilla. Dynamisch via BOOSTING.push() registriert (StandingCitizen.java:110). Zugriff nur via BOOSTING.available() Dump.;v0.13.64
H3;WORLD_MAX_CITY_POPSLAVE;Boostable;BOOSTING.push();MAX_CITY_POPSLAVE;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
H4;WORLD_FULFILLMENT_EXPONENT_CITIZEN;Boostable;BOOSTING.push();FULFILLMENT_EXPONENT_CITIZEN;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert (StandingCitizen.java:109).;v0.13.64
H5;BOOSTABLES.CIVICS().IMMIGRATION;Boostable;BOOSTABLES.CIVICS;IMMIGRATION;static;ja;ja;[x];default=4.5,MeticImmigration.register() modifiziert;++
H5;MeticImmigration.register();void;MeticImmigration;register();static;ja;ja;[x];Mod-Booster-Hook;??
H5;EconConfig.meticImmigrationSteepness;double;EconConfig;meticImmigrationSteepness;static;ja;ja;[x];10.0, EconProgression IMPERIUM=8.0;++
H6;POP.next schon gehoert;quint;POP;next(c,r) z.50;static;ja;ja;[x];Mod nutzt physischZ.25 fuer Drink-Days;++
H7;RacePopulation.growth;double;RacePopulation;growth;instance;nein;ja;[x];default=0.0001 per Rasse aus JSON;??
H7;RACES.all().get(i).population().growth;double;RACES;all get;instance;ja;ja;[x];Mod liest default;++
H8;phaseFactor EXISTIERT NICHT;-;<none>;<none>;static;nein;nein;[x];phaseFactor Mod-side EXISTIERT NICHT -- HEBEL bestaetigt diese Absenz (mutual confirmation). Mod akzeptiert Preise-Clamp-Falle bei Pop<300 als Designentscheidung.;++
I1;ROOM_* Booster (~35);Boostable;SETT.ROOMS;industries;instance;ja;nein;[x];Mod liest indirect via Industry;++
I2;ROOM_CONSUMPTION_*;Boostable;Industry;ins().amounts();instance;ja;nein;[~];vermutlich gelesen via Industry.ins().amounts();??
I3;WORLD_PRODUCTION_*;Boostable;BOOSTING.push();PRODUCTION_*;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
I4;WORLD_BUILDING_*;Boostable;BOOSTING.push();BUILDING_*;static;nein;nein;[!];DESIGN GAP: Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push() registriert.;v0.13.64
I5;WORLD_PRODUCTION_RES_<res>_YEARLY;Boostable;BOOSTING.push();PRODUCTION_RES_YEARLY;static;nein;nein;[!];DESIGN GAP: Multi-Instance (pro Resource). Kein BOOSTABLES.WORLD(). Dynamisch via BOOSTING.push().;v0.13.64
I6;BOOSTABLES.RATES.*;Boostable;BOOSTABLES.RATES;RATES_HUNGER etc.;static;ja;partial;[x];Mod-Influence via AffordabilityGate;++
I7;BOOSTABLES.CIVICS.*;Boostable;BOOSTABLES.CIVICS;CIVIC_GUILD etc.;static;ja;partial;[x];guildSurplusShare=0.25;++
I8;BOOSTABLES.Behaviour.LOYALTY;Boostable;BOOSTABLES.Behaviour;LOYALTY;static;ja;ja;[x];GiniConsequences.java modifiziert;++
I8;BOOSTABLES.Behaviour.LAWFULNESS;Boostable;BOOSTABLES.Behaviour;LAWFULNESS;static;nein;ja;[x];Mod ignoriert;??
I8;BOOSTABLES.Behaviour.SUBMISSION;Boostable;BOOSTABLES.Behaviour;SUBMISSION;static;nein;ja;[x];Mod ignoriert;??
I8;BOOSTABLES.Behaviour.HAPPI;Boostable;BOOSTABLES.Behaviour;HAPPI;static;nein;ja;[x];Mod ignoriert;??
I8;BOOSTABLES.Behaviour.HAPPI_SLAVES;Boostable;BOOSTABLES.Behaviour;HAPPI_SLAVES;static;nein;ja;[x];Mod ignoriert;??
I8;BOOSTABLES.Behaviour.SANITY;Boostable;BOOSTABLES.Behaviour;SANITY;static;nein;ja;[x];Mod ignoriert;??
I9;BOOSTABLES.Physics.MASS=80;double;BOOSTABLES.Physics;MASS;static;nein;nein;[x];Mod ignoriert;??
I9;BOOSTABLES.Physics.STAMINA=1.0;double;BOOSTABLES.Physics;STAMINA;static;nein;nein;[x];Mod ignoriert;??
I9;BOOSTABLES.Physics.SPEED=4.5;double;BOOSTABLES.Physics;SPEED;static;nein;nein;[x];Mod ignoriert;??
I9;BOOSTABLES.Physics.DEATH_AGE=100;double;BOOSTABLES.Physics;DEATH_AGE;static;nein;nein;[x];NICHT Alter-Geld-Kopplung;??
I9;BOOSTABLES.Physics.REPRODUCTION_AGE=0.5;double;BOOSTABLES.Physics;REPRODUCTION_AGE;static;nein;nein;[x];Mod ignoriert;??
I9;BOOSTABLES.Physics.REPRODUCTION_SPEED=0.1;double;BOOSTABLES.Physics;REPRODUCTION_SPEED;static;nein;nein;[x];Mod ignoriert;??
I10;BOOSTABLES.Noble.AGGRESSION;Boostable;BOOSTABLES.Noble;AGGRESSION;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
I10;BOOSTABLES.Noble.PRIDE;Boostable;BOOSTABLES.Noble;PRIDE;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
I10;BOOSTABLES.Noble.HONOUR;Boostable;BOOSTABLES.Noble;HONOUR;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
I10;BOOSTABLES.Noble.MERCY;Boostable;BOOSTABLES.Noble;MERCY;static;nein;nein;[x];Mod ignoriert KI-Steuerung;??
